A_1	A_2	B_1	B_2
chr1:66277538-66278162	4634.6325725317	3206.4134209156	3301.08950805664	3181.68199062347
chr1:66286509-66287136	5792.92377996445	4823.59041810036	6212.33064746857	7242.31151008606
chr1:66355727-66356156	1195.36451244354	889.446202516556	941.190696716309	1197.1090631485
chr1:66370205-66370722	1180.53470158577	1143.78324759007	461.367988586426	497.137486934662
chr1:66390077-66390587	1389.64899766445	1240.07777410746	576.709985733032	1292.55948066711
chr1:66412517-66413099	2200.89277243614	1972.9525796175	1884.68975925446	1193.13200712204
chr1:66414681-66415022	1545.36978411674	1192.29796695709	1384.10496711731	1630.61398506165
chr1:66424482-66425005	1416.34393751621	899.736296892166	1197.25093173981	942.573676586151
chr1:66465503-66466108	370.770508050919	416.055079460144	239.911354064941	1193.1324839592
chr1:66513599-66514252	2076.31704211235	2505.15003407001	643.608344078064	799.397078990936
chr1:66633971-66634508	2046.65042281151	1198.1793743372	1245.69406986237	59.6564984321594
chr1:66648242-66648714	2089.6647862196	965.894008040428	692.051982879639	326.122191429138
chr1:66676271-66676789	1629.90975892544	1504.70712196827	621.693364620209	298.282492160797
chr1:66682564-66683278	10568.4584748745	7619.09713953733	5453.37422657013	4784.45900058746
chr1:66696718-66697302	2892.01059341431	1645.84237831831	1730.13198375702	695.992982387543
chr1:66708338-66709528	8453.57626080513	6673.04607403278	8268.87640619278	8773.49309873581
chr1:66710130-66710530	2595.40106058121	1713.46944087744	2861.64100503922	2626.87951159477
chr1:66718976-66719371	2595.39756774902	1800.94348192215	1268.76347064972	1590.84248542786
chr1:66724220-66724695	2018.47789013386	2091.29977297783	1622.86240053177	2294.79021215439
chr1:66727866-66728405	4137.79985070229	2763.89575958252	3656.34881973267	2694.48575139046
chr1:66731288-66732009	6749.51366233826	4498.67652177811	2793.58519744873	3424.28810024261
chr1:66736840-66737965	8247.4279936552	5193.33361595869	6937.82770872116	4772.53041267395
chr1:66740238-66740740	3805.58647203445	1950.16245168447	2133.82947444916	2935.10638570786
chr1:66747935-66748369	1460.83733379841	2122.90787386894	1344.88918876648	397.710490226746
chr1:66758459-66759086	2497.51270365715	2918.26452362537	2117.68157100677	3066.34957456589
chr1:66766707-66767321	1038.15752863884	836.520442247391	858.144458770752	1491.41546487808
chr1:66781301-66781829	2224.62405562401	2468.39614915848	2191.49944782257	1690.27049541473
chr1:66789555-66790063	1551.30522155762	1418.70243263245	1033.46529579163	1590.84100723267
chr1:66797549-66798317	6037.63238012791	5671.13263583183	3905.48357582092	3682.80107164383
chr1:66801576-66802136	5371.73174238205	2985.15273892879	1903.14548015594	966.436275959015
chr1:66811727-66812379	4161.53415608406	3624.67267775536	1472.91882944107	2084.00361347198
chr1:66815635-66816077	2927.60526132584	2316.96813058853	1380.6442065239	1598.79744434357
chr1:66836849-66837478	5356.89688634872	3778.30584859848	3019.65731811523	4287.32306337357
chr1:66840372-66840936	4429.97192311287	4265.66838419437	3989.6812787056	3835.91535258293
chr1:66861285-66861826	1803.42935705185	1640.69702756405	722.040902137756	1737.99535751343
chr1:66870358-66871171	4385.4775608778	2482.36188656092	3649.42033672333	4203.80218315125
chr1:66878092-66878769	6457.34258151054	3512.21011352539	5892.83178949356	5269.66995000839
chr1:66880852-66881648	7258.20913958549	6084.97911643982	6276.92359638214	7045.44601249695
chr1:66899710-66900348	7777.28604888916	6410.62715649605	8095.86591386795	9125.47050404549
chr1:66902059-66902624	7249.30786991119	5276.39233207703	5559.491106987	6840.62567424774
chr1:66903759-66905180	12362.9756319523	8362.25912809372	7363.44172859192	7445.1433839798
chr1:66911278-66912476	3043.28600025177	3190.976806283	2394.5013628006	2034.28961253166
chr1:66917786-66918363	799.381769657135	634.373928725719	1416.40072631836	2000.4850564003
chr1:66930311-66931027	8612.26347076893	7866.07964015007	6714.06134939194	5231.88327169418
chr1:66943705-66944323	3930.17711043358	2697.00591272116	1925.05893373489	2531.42863726616
chr1:66954769-66955259	2049.6236102581	1687.74167394638	980.407476425171	994.27649974823
chr1:66969522-66970051	2496.02470695972	1875.18841201067	1212.24489068985	1652.48805642128
chr1:66987420-66987910	3397.742826581	1803.14913797379	2191.50249958038	1431.75857782364
chr1:66989176-66989728	1928.0088186264	1734.05108684301	3156.9125123024	2839.65091085434
chr1:66993282-66993784	2475.26811516285	2207.44318288565	2768.20945739746	3195.60698223114
chr1:66998666-67000027	7192.95068979263	7800.65981435776	10103.9740109444	5561.98168301582
chr1:67008071-67008931	9095.74641895294	7749.93957209587	7880.17788124084	6071.05625677109
chr1:67019328-67020041	6782.13941705227	5634.38262581825	6590.64679527283	6011.39910435677
chr1:67028927-67030451	22283.3067238331	15290.3688547611	16928.7589998245	14315.5947387218
chr1:67037337-67037908	2912.77673578262	3712.15289616585	2876.63093471527	4004.94960832596
chr1:67041315-67041824	3761.0999610424	3291.68032646179	2795.89303874969	2954.98978805542
chr1:67064310-67064864	3095.19495177269	1167.30558335781	2464.858979702	2314.6761803627
chr1:67083732-67084467	5218.97317922115	3332.84506583214	5253.83056879044	5904.0124361515
chr1:67089401-67090558	7130.66631150246	4936.78868627548	5257.29278373718	3841.88622903824
chr1:67151214-67151763	1447.48924899101	1431.9337939024	491.356907844543	743.718050956726
chr1:67191480-67192056	2657.68766379356	2971.19179856777	1958.50911426544	2187.40850687027
chr1:67198322-67198736	2248.35551118851	1124.67089176178	520.192407131195	157.095445871353
chr1:67217707-67218406	6433.617177248	5826.23404276371	3857.03650379181	6427.00600576401
chr1:67226848-67227378	2562.76376914978	1068.07017844915	346.025991439819	695.993483066559
chr1:67275566-67275927	1095.99842083454	904.881857395172	922.736978530884	1262.73123145103
chr1:67297338-67297730	3735.88775610924	1664.95372748375	549.027906417847	298.282492160797
chr1:67390310-67391450	20069.0777728558	14939.0052263737	16483.5453162193	14281.7908949852
chr1:67395523-67396437	9490.24895727634	7253.02371573448	8725.63521003723	7797.11625504494
chr1:67404124-67404553	1982.88232636452	1315.05657345057	906.588097572327	397.709989547729
chr1:67409936-67410817	8222.21459460258	4542.05277168751	4283.80399465561	3845.86431646347
chr1:67416960-67417680	5666.85679757595	5898.27837371826	4209.9889755249	3223.44102692604
chr1:67434078-67434851	1256.17102992535	920.319562673569	2680.55104160309	1694.2465801239
chr1:67446277-67446817	925.443446397781	1065.86490273476	1642.47104072571	1226.93832182884
chr1:67479206-67479727	2298.77906441689	1874.45287108421	2715.15414142609	2386.26445531845
chr1:67485200-67486079	3633.55613946915	2028.08240932226	2514.45754051208	1391.98696613312
chr1:67507612-67508271	3154.51312124729	2073.65698868036	2388.73476362228	2428.02402806282
chr1:67519032-67520162	6791.03823745251	4377.39385706186	3842.04342699051	5406.87935996056
chr1:67524278-67524875	7075.79021143913	2862.39489012957	4289.57693243027	3865.74890398979
chr1:67526307-67527348	8658.23765468597	8099.1003112793	8749.8506269455	8936.555123806
chr1:67591696-67592246	877.985352039337	1097.47322458029	1091.13629436493	481.229547977448
chr1:67614714-67615117	1186.46652698517	851.222143650055	1508.67432403564	530.943837404251
chr1:67628521-67629123	3752.19845294952	1808.29410612583	1268.7629699707	894.848489761353
chr1:67650524-67651188	444.925022125244	681.418781459332	2194.95973157883	2064.11690807343
chr1:67655869-67657104	2755.56876087189	2192.00633335114	5091.19680309296	2294.79066896439
chr1:67751734-67752270	2625.05766034126	1605.41258835793	769.331120967865	298.282492160797
chr1:67759143-67759705	686.66706097126	1112.17442911863	807.393980026245	397.710490226746
chr1:67805294-67806097	3971.6984026432	3815.79666948318	4148.85766935349	3380.53847551346
chr1:67813333-67814105	2157.88593709469	2319.1747662425	1274.52906847	1636.57812094688
chr1:67821407-67821892	2052.58821201324	1065.86444079876	1028.85061454773	596.564984321594
chr1:67837710-67838345	3774.44821178913	2558.80887085199	2233.02256679535	1473.51802659035
chr1:67855737-67856513	3080.36422479153	2558.07382047176	3302.24538373947	2783.97397994995
chr1:67895900-67897042	18367.9930118322	12478.7010369301	11418.8758611679	12412.5485625267
chr1:67966002-67966668	2964.68045389652	2461.04273545742	2269.93150520325	1093.70349645615
chr1:67989985-67990822	3755.1688144207	2240.52172350883	1709.36839771271	795.420479774475
chr1:68000239-68000897	3110.0203179121	3902.53303712606	4372.61818742752	2380.29685044289
chr1:68001076-68001494	3031.42007446289	1741.40188252926	1702.44937992096	1491.41499996185
chr1:68006371-68006915	2217.21065223217	2006.7662280798	1049.61217403412	695.992982387543
chr1:68010758-68011083	812.729212880135	838.724705636501	986.174576282501	554.805876255035
chr1:68024675-68025467	7959.70544922352	5013.97356849909	6329.97743415833	5303.47277188301
chr1:68035925-68036684	7356.08640551567	5995.30289030075	3723.24322032928	3531.66924905777
chr1:68041377-68042002	3592.02908086777	3093.21351456642	2424.48882770538	2982.82996416092
chr1:68052298-68052795	1784.14928090572	1946.48874950409	1038.07797431946	1491.41498804092
chr1:68055988-68056393	1827.15825664997	1385.62316530943	814.314499855042	1960.71420764923
chr1:68062927-68063462	3485.24705171585	2572.77688682079	2046.1685552597	2187.40799427032
chr1:68079886-68080491	4149.66716003418	3924.5874478817	2072.69669008255	894.848990440369
chr1:68084063-68084835	5835.93493640423	5082.33659827709	4945.87384986877	4152.09835863113
chr1:68091988-68092641	5622.36389601231	2830.0538867712	3161.52616834641	3579.39598560333
chr1:68112210-68113100	4496.70507407188	2075.12819516659	1950.43417310715	2929.13953590393
chr1:68115710-68116318	1954.70357441902	2652.90008252859	5279.20876455307	4175.95951557159
chr1:68118415-68119014	4704.33877921104	3706.26810967922	3517.93193817139	3380.5374622345
chr1:68129665-68130162	964.004039764404	1192.29825210571	1859.3145198822	1165.2917714119
chr1:68148431-68148964	5739.5295727253	3822.4057072401	2715.1533164978	3261.22566699982
chr1:68150557-68151342	14842.6983327866	9384.01331233978	11852.556429863	10201.2809605598
chr1:68152192-68152757	8483.23704278469	5152.16713261604	4099.25876951218	5802.59701538086
chr1:68166424-68167272	2190.51323282719	3783.45114958286	2745.1415348053	3947.27722406387
chr1:68172614-68173051	2279.50102674961	2214.79303526878	2440.63917303085	695.993483066559
chr1:68176161-68176695	4575.30833125114	2594.83078420162	1078.44767332077	884.906240701675
chr1:68179023-68179655	5454.77931571007	3487.95235341787	3152.3008351326	3137.93535804749
chr1:68189360-68189856	2525.69238960743	1909.00124382973	1167.26201248169	198.854994773865
chr1:68190558-68191101	2005.12922263145	1896.50573211908	1433.70202589035	2386.26301288605
chr1:68191802-68192303	3336.93560361862	2355.92828375101	1101.51607275009	695.993494987488
chr1:68201566-68202516	14385.9080076218	10696.8649054766	11822.5695133209	13561.935312748
chr1:68213410-68213799	2433.73734438419	1690.68249464035	2610.18846559525	3362.64350485802
chr1:68215330-68216183	4447.77040219307	5041.17363500595	4637.90525770187	5261.70853877068
chr1:68225478-68226693	14689.9422707558	9536.91150188446	8852.50593423843	7502.81065917015
chr1:68231908-68232520	5150.74903976917	3282.86470389366	3356.45416736603	2372.3451063633
chr1:68236684-68237168	3685.46490013599	2144.22926861048	618.233104705811	765.593231916428
chr1:68239118-68239622	2496.03221309185	1567.92402607203	1652.85234498978	1258.75414347649
chr1:68257176-68258163	10159.1117978096	6856.08705085516	5986.25986719131	6090.93560671806
chr1:68269266-68270022	2383.31464397907	1117.32050299644	2422.18444347382	2386.26400232315
chr1:68297633-68299490	15071.1034340858	14138.5145946741	19271.3624258041	14409.0648612976
chr1:68305979-68306549	1928.00855636597	1626.73047173023	1869.69527578354	1489.42641425133
chr1:68313140-68313594	1400.03003931046	1428.99350070953	1678.2281088829	1600.78622460365
chr1:68316157-68316799	3623.17251098156	2053.07570379972	2527.14568471909	3070.32766389847
chr1:68319298-68319754	2743.70408654213	1847.25535690784	2367.97475385666	1292.55949258804
chr1:68321533-68322106	2521.23907208443	771.832877397537	2948.1469783783	1825.49139118195
chr1:68339966-68340568	916.545460939407	821.818171262741	922.735977172852	994.27547454834
chr1:68345732-68346337	1260.62002182007	1865.63002157211	1889.30291461945	1827.48094248772
chr1:68348737-68349222	3612.78946661949	1837.69740760326	1409.48023033142	1022.11617517471
chr1:68354299-68354907	3494.14359712601	2283.15442359447	4325.32896995544	2286.83698177338
chr1:68355461-68356347	5838.8990997076	3891.51244902611	4278.04215431213	5158.31202888489
chr1:68363837-68364448	1005.53040885925	1343.7246941328	1859.31349468231	2382.28687858582
chr1:68374449-68375073	1380.75054347515	1085.71209019423	232.990834236145	298.282492160797
chr1:68387375-68387910	1408.92954468727	945.312246322632	415.231189727783	815.306980609894
chr1:68401269-68401685	1408.93003940582	1052.63350772858	1712.83018350601	2157.58271336555
chr1:68413722-68414378	3314.68962991238	2283.8902862668	3302.24888849258	1447.66587591171
chr1:68435693-68436183	1198.33067250252	1506.9119066	1537.51032400131	894.849479198456
chr1:68444606-68445358	6666.45630776882	4379.60247588158	3757.84679698944	4762.58667349815
chr1:68452913-68453484	2438.19030356407	2553.66395366192	1197.25093173981	1391.98797941208
chr1:68467679-68468260	444.92501616478	510.145421266556	519.038987159729	397.710990905762
chr1:68476173-68476771	3832.29164457321	2172.15878802538	1531.74272346497	1234.89153218269
chr1:68516048-68516594	1779.7000348568	1219.49561023712	1380.64470720291	397.709989547729
chr1:68552807-68553319	1779.70305681229	1208.46986627579	980.407476425171	198.854994773865
chr1:68577427-68577959	5525.97063446045	2783.74364352226	5123.49408817291	3875.68775081635
chr1:68578540-68579111	6730.22796487808	6043.08483719826	5023.14814805984	5589.82204508781
chr1:68587203-68587684	4523.40599775314	3178.48186862469	2343.75140857697	1026.09411621094
chr1:68593885-68594434	2989.89501905441	2930.02493131161	2191.49947166443	1789.69849348068
chr1:68606084-68606714	3252.39934873581	3045.43187487125	4287.26761293411	2115.8201842308
chr1:68606922-68607540	4127.42354202271	1365.04356694221	2731.30001831055	1926.90841603279
chr1:68639414-68640979	14945.0325500965	11333.4476258755	11103.9806933403	7630.07876181602
chr1:68644771-68645261	2585.0148267746	3834.9026465416	2194.95970773697	3161.79980278015
chr1:68653849-68655017	6131.06706094742	5331.52660751343	7732.53611946106	6761.08145713806
chr1:68667176-68667718	2071.86699879169	3177.01174688339	1862.77443552017	2479.72668719292
chr1:68679465-68680042	3342.87382793427	3679.80497527122	1596.33374118805	2072.07356357574
chr1:68687714-68688097	2524.20608329773	1306.9702064395	1689.76226091385	1924.92021846771
chr1:68697972-68698476	3270.19797980785	2428.70179319382	1444.08230495453	2087.98297643661
chr1:68729285-68729848	1776.73540067673	1653.92748117447	1921.59969902039	2382.2863779068
chr1:68735223-68736119	5960.51111972332	3969.43020522594	6862.85548210144	4474.24591779709
chr1:68745508-68745838	370.771008729935	689.504992842674	395.62305021286	548.840666770935
chr1:68759350-68759972	3336.94007992744	2389.74047476053	1986.1901922226	1491.41547679901
chr1:68788628-68789438	9798.73549866676	6906.07057929039	7637.947265625	6363.3759021759
chr1:68796615-68797446	13843.0970308781	10923.2712306976	10127.0326738358	8916.67751932144
chr1:68805074-68805591	2992.86252093315	1971.4818431139	1892.76372289658	596.564984321594
chr1:68808339-68808848	2444.1163713932	2650.69441628456	2103.84005451202	2087.97900676727
chr1:68824587-68825305	4680.61019039154	3575.42592024803	3504.09194755554	4034.77544116974
chr1:68843928-68844486	2831.202267766	1890.62312912941	2332.21773338318	1093.70498657227
chr1:68849882-68850790	13138.6330953836	8296.83137249947	9293.11343622208	6761.08094453812
chr1:68874987-68875698	2097.08167648315	2200.82780265808	2265.31932735443	3901.53856182098
chr1:68908592-68909308	6194.83584094048	4159.07759857178	4807.46147441864	3217.47794675827
chr1:68925430-68925914	1334.77452397346	860.777059733868	1581.34028291702	1391.98749065399
chr1:68962297-68963215	11692.6215622425	7774.92647093534	9227.36847400665	8351.92697048187
chr1:69017131-69017771	1483.08304548264	1653.92698049545	230.683994293213	0
chr1:69024119-69024512	836.458959102631	1168.7761298418	382.935430526733	0
chr1:70376828-70377509	2298.78257513046	858.573393702507	288.354992866516	0
chr1:70413489-70414360	889.850014448166	1014.41015183926	922.735977172852	0
chr1:70442536-70443111	1631.39305710793	1166.57034736872	1785.49561786652	1789.69897031784
chr1:70448657-70449224	3390.32711791992	2709.50032508373	2205.34101200104	1789.69848155975
chr1:70457261-70457691	1247.27231943607	691.709240615368	276.820793151855	81.5305478572845
chr1:70474504-70474844	737.091781973839	682.888278365135	227.223734378815	0
chr1:70503639-70504191	2150.47054886818	1876.65710669756	1064.60663366318	976.379538297653
chr1:70510482-70510934	3193.07680499554	1804.61937528849	2159.20418930054	2125.76443600655
chr1:70514114-70514590	889.850026369095	1096.00306963921	1858.16150045395	928.654227495193
chr1:70537759-70538498	5086.97893857956	3159.37376868725	2304.53362751007	1885.14837837219
chr1:70556470-70557025	3939.0680744648	3312.2643455267	1903.14500331879	1702.20179510117
chr1:70599808-70600247	2065.93145859241	992.355939745903	1903.14452648163	2173.48913407326
chr1:70612116-70612699	3018.07687819004	2094.97745931149	2346.0582485199	2783.97649526596
chr1:70622114-70622981	5134.42924356461	4409.0047930479	4237.66409301758	2310.69989156723
chr1:70670906-70671632	3808.55578231812	3962.81003779173	4224.98291063309	1817.53851318359
chr1:70686722-70687624	6346.11490762234	5078.66670870781	6081.98785066605	3893.58864593506
chr1:70755990-70756473	2595.39504647255	1294.47336012125	1569.80608320236	596.565997600555
chr1:70785337-70786155	10587.7368853092	7376.51710510254	5170.79086351395	7168.73668789864
chr1:70819240-70819864	2817.86159873009	3301.97066545486	4873.20595979691	5054.89972543716
chr1:70819914-70820924	7025.36157953739	6723.03423976898	7870.95054531097	9095.63816595078
chr1:70876159-70877194	16029.1619808674	9682.46363770962	12747.6119012833	8833.15201663971
chr1:70904099-70904496	1622.49304080009	1415.76192581654	1476.37954998016	787.466780662537
chr1:70925447-70926011	2817.8585767746	1882.53726178408	1038.07847499847	1889.12498950958
chr1:70952589-70953536	8115.43640112877	5219.06332373619	5877.83377742767	3750.41225862503
chr1:70969019-70969482	3485.24513244629	1871.51111793518	2055.39543819427	1391.98749065399
chr1:70970042-70970767	4624.2592291832	3860.63397741318	2837.41463184357	2917.20832848549
chr1:70975506-70976176	4375.09005665779	3748.90042543411	4440.67249298096	4076.53745412827
chr1:71546656-71547256	4345.43597579002	3217.44064700603	3752.08119916916	2388.25254034996
chr1:71551917-71552466	4573.82664966583	3444.58023047447	3229.5804977417	3050.44317770004
chr1:71555392-71556038	2395.18237352371	2858.72193849087	3440.65644264221	3714.61993980408
chr1:71572298-71572969	1140.49104607105	1390.03468066454	944.650956630707	1795.6631538868
chr1:71742083-71742578	1153.83828353882	571.891561865807	922.736978530884	695.992982387543
chr1:71760000-71760486	298.09908592701	590.268742322922	948.111717224121	300.271042108536
chr1:71773178-71773607	1368.88538253307	1942.0788038969	514.425307273865	0
chr1:71782082-71782681	741.541522741318	1314.32139998674	332.184951782227	497.137486934662
chr1:71816373-71816891	1153.83875441551	661.570850014687	807.394981384277	596.565997600555
chr1:71831046-71831797	3326.556022048	3035.14177572727	1431.3946852684	1087.737834692
chr1:71879749-71880085	969.936874628067	800.500586569309	426.765389442444	497.137486934662
chr1:71906709-71907084	768.237297773361	588.062950968742	403.696990013123	381.80158996582
chr1:71914402-71915005	1259.13746035099	668.922803401947	1094.5955529213	198.854994773865
chr1:71929617-71930121	3492.6569801569	1667.15940999985	961.952256202698	831.215219974518
chr1:71956041-71956544	3052.18524956703	1656.86814582348	934.271178245544	517.023487091064
chr1:71959720-71960414	5345.02890133858	3682.01601725817	612.46600484848	397.709989547729
chr1:72030759-72031347	1619.5263903141	1906.79499053955	1903.14395427704	1789.6984577179
chr1:72037849-72038278	1112.31253743172	661.571002006531	925.042817115784	695.993995666504
chr1:72061209-72061614	1631.39154314995	545.429320216179	1201.86411094666	1093.70498657227
chr1:72087314-72087985	3737.36901640892	2625.70300924778	1482.14516401291	1690.27050733566
chr1:72095737-72096221	1248.75609850883	955.602902173996	1004.62929582596	1491.41497612
chr1:72103738-72104226	1985.84616816044	947.516958773136	1990.80389595032	994.275999069214
chr1:72126060-72126482	370.771008729935	588.062888383865	1845.47348022461	795.421481132507
chr1:72171804-72172196	578.402182817459	424.875674247742	1190.32941055298	397.709989547729
chr1:72228784-72229418	1015.91082751751	1312.11716920137	905.434677600861	1596.80782675743
chr1:72300172-72300876	1822.70937359333	1562.7784075737	2397.96212339401	2941.07141661644
chr1:72379978-72380693	2252.80482387543	1704.64888954163	1326.43296718597	841.157641172409
chr1:72429785-72430254	1408.92953872681	1690.68143069744	1211.09097003937	1523.23227596283
chr1:72588234-72588720	519.079011678696	882.094451785088	1153.4209728241	397.710990905762
chr1:72636069-72636571	593.233513832092	1227.58305490017	1770.50118207932	538.89753651619
chr1:72643319-72644268	3956.86352086067	2228.75941264629	2253.78362560272	4048.69541978836
chr1:72652344-72652836	815.695512294769	493.973559856415	634.380984306335	1065.86378526688
chr1:72668133-72668997	3480.79837191105	3078.51183998585	3786.68129491806	4462.31463575363
chr1:72696480-72696856	698.532201886177	824.024662911892	1086.52211380005	1433.74754023552
chr1:72706983-72707536	794.932403802872	845.340439677238	288.354992866516	298.282492160797
chr1:72748187-72749793	16174.4914605618	12946.2156176567	14367.0092744827	10851.5353484154
chr1:72750128-72750964	8753.16179537773	7413.2699277401	9285.04463481903	5822.48201656342
chr1:72816190-72816725	1557.23756551743	1617.17393100262	1166.10809183121	894.848489761353
chr1:72822999-72823476	1115.27869749069	810.057059407234	0	198.854994773865
chr1:72832059-72832546	1551.30422616005	943.841723442078	519.038987159729	1376.07859039307
chr1:72863340-72863904	1853.85607481003	958.542717456818	1166.10859251022	604.519684791565
chr1:72877940-72878389	1631.39103651047	1270.21666991711	576.709985733032	0
chr1:72904612-72905128	1112.31354475021	865.923152089119	980.407476425171	0
chr1:73101345-73101806	1853.85506749153	1001.17740023136	763.564521789551	1018.13909912109
chr1:74518999-74519419	444.925022125244	624.817451834679	1197.24993038177	672.131574630737
chr1:74627162-74627741	2134.1551605463	1866.36753863096	2034.63433170319	3263.21648430824
chr1:74646132-74646719	2058.52329397202	808.586400747299	115.341997146606	0
chr1:74663485-74664266	7981.95041513443	7324.32905101776	7898.6356048584	6594.04226016998
chr1:74670893-74671420	1408.92902612686	1470.15844285488	1672.45995998383	894.848477840424
chr1:74705011-74705838	1168.66857123375	1673.04042255878	1430.24076461792	1865.26385641098
chr1:74711772-74712505	815.695518255234	992.356941103935	2370.27954339981	3877.68191099167
chr1:74799816-74800234	593.233525753021	687.299267351627	230.683994293213	0
chr1:74822035-74822761	3724.02548158169	2474.27568519115	2364.51344490051	2485.69247722626
chr1:74833957-74834453	1635.84229719639	624.816900491714	966.565936088562	497.137987613678
chr1:74888221-74888798	4908.99907708168	3396.06421947479	2558.2874994278	1841.40025949478
chr1:74891380-74891943	3824.86877298355	1548.81194323301	3090.00969552994	1859.29693865776
chr1:74929251-74930158	4226.78459882736	1990.59392404556	1672.45995998383	795.420479774475
chr1:74969746-74970291	971.418933272362	905.617411255836	1095.74997425079	308.22524189949
chr1:74977828-74978450	2555.35241019726	661.571699380875	949.265137195587	841.15762925148
chr1:75049752-75050215	1557.23806619644	1211.41028153896	1557.11896419525	1620.67123532295
chr1:75106755-75107347	2298.78256917	2092.03497970104	2013.87327289581	1391.98746681213
chr1:75107557-75107981	1260.62052845955	1176.12600326538	2191.49894714355	1193.1324839592
chr1:75116096-75116641	4867.48058891296	3679.07130670547	3770.53596639633	4917.69301223755
chr1:75118182-75119072	13691.8150851727	9485.4581823349	7454.55742406845	11471.9678585529
chr1:75180273-75181074	2334.37597727776	1950.90021395683	2166.12420845032	3825.97417640686
chr1:75198487-75199767	10740.4946475029	8146.14238643646	7689.8590798378	7944.26431012154
chr1:75232255-75232739	1254.6882083416	800.500958025455	1095.74897289276	397.709989547729
chr1:75284420-75285265	2246.87126338482	2173.62905573845	2085.38430976868	986.322776794434
chr1:75288641-75289113	3040.32411575317	1911.20446920395	668.983583450317	397.710490226746
chr1:75300481-75301313	8280.05072367191	6362.84183120728	6384.18775463104	5593.80208945274
chr1:75313287-75313876	2788.1988966465	1096.73758411407	2106.14844417572	1690.27050733566
chr1:75319378-75319791	1038.15802931786	1567.18850266933	749.722981452942	759.627491950989
chr1:75321999-75322578	1417.82731580734	1039.40202057362	1679.38098049164	397.709989547729
chr1:75333870-75334357	462.722280979156	404.293748736382	1573.26565217972	870.98587846756
chr1:75501340-75501685	867.603325247765	449.133319795132	57.6709985733032	0
chr1:75669208-75669758	1027.77647507191	740.959470391273	470.595348358154	497.137987613678
chr1:76066416-76066831	667.387521266937	452.808962106705	0	497.137987613678
chr1:76138383-76138974	4025.08496570587	2491.9180175066	712.813542366028	1328.35339164734
chr1:76189728-76190704	8635.99687790871	5496.1856623292	8424.58269023895	6723.30105090141
chr1:76231315-76231910	4289.07287693024	3384.30369520187	2848.94985675812	2107.86745071411
chr1:76251454-76252206	6010.9328366518	4088.50998592377	7086.62286663055	5462.56127381325
chr1:76277053-76278214	8818.41479229927	6348.1402695179	980.406975746155	1586.8638715744
chr1:76320528-76321072	2628.02682447433	2128.78917551041	2128.06089639664	1435.73558950424
chr1:76434873-76435733	6129.58379876614	5377.83166980743	5338.03323078156	5381.02653598785
chr1:76451512-76451995	1483.08454751968	1433.40398073196	782.019241333008	695.993506908417
chr1:76461806-76462359	1496.4307538271	1689.94669026136	1326.43446922302	1789.69749212265
chr1:76471739-76472476	4303.90698170662	4382.54422903061	5753.26699542999	5941.79436063766
chr1:76489303-76489948	2372.92904853821	2412.52904033661	2931.99659538269	2382.28491163254
chr1:76490099-76490650	2669.55106258392	1842.10833466053	1677.07366371155	1491.41548871994
chr1:76518250-76519098	3115.95917665958	2277.27516043186	1500.59938287735	900.814638614655
chr1:76525043-76525590	975.868662118912	998.237623691559	816.621339797974	1769.81198072433
chr1:76532019-76532567	2595.3925549984	1800.21012848616	2248.01652574539	1988.55400085449
chr1:76539060-76539635	4597.56163358688	3091.00886166096	4619.45311307907	4923.65073156357
chr1:76540002-76540837	3907.92490971088	2780.80374312401	4391.07386064529	2060.14126253128
chr1:76892276-76892708	556.156513094902	1120.9949657321	1287.21768951416	1093.70449781418
chr1:77328106-77328425	1001.08128190041	768.157443702221	519.038987159729	497.137987613678
chr1:77333966-77334384	815.696030855179	958.543175816536	576.709985733032	403.675979852676
chr1:77357602-77358112	889.849525690079	935.755591094494	115.341997146606	196.866444826126
chr1:77366797-77367330	1266.55284261703	965.894006252289	1072.68157482147	695.993494987488
chr1:77410542-77410994	1523.12680411339	998.972100675106	2266.47227048874	2280.86976981163
chr1:77415087-77415706	6546.32512664795	3444.58073365688	1570.95900249481	1292.5589799881
chr1:77455585-77456262	2372.93358445168	2050.87052690983	994.248015403748	994.276988506317
chr1:77464099-77464863	2966.16607904434	2022.93703901768	2151.12924814224	3583.37309741974
chr1:77496532-77497373	5116.63815379143	5193.33361488581	4782.08528137207	2929.14009308815
chr1:77505292-77505901	5875.97050178051	4087.77636307478	4115.40550994873	3895.57442593575
chr1:77684630-77685364	1757.45285689831	2897.68025767803	3434.88767910004	2286.83695793152
chr1:77711473-77712126	1225.0266315937	1470.15787959099	2133.82897377014	552.816885471344
chr1:77737267-77737998	4348.40118455887	3024.11496901512	2461.40022182465	1391.98747873306
chr1:77747492-77748783	4634.63696801662	5413.85574424267	4123.47940206528	3778.2509803772
chr1:77781658-77782112	889.849525690079	849.016144573689	2543.29308748245	2169.51198625565
chr1:77784829-77785274	2619.12731766701	2122.90748345852	223.763474464417	298.282492160797
chr1:77787628-77788300	6970.4891204834	4447.22836613655	5101.57767820358	3678.82142066956
chr1:77813198-77813868	6504.80566430092	4986.77558684349	3966.61385679245	2819.76836776733
chr1:77835931-77837448	17974.9634730816	11899.4558919668	15829.5430316925	17375.9772644043
chr1:77846203-77846592	2286.91691565514	1384.88870048523	1713.98410415649	1570.95746278763
